l,b,yield
-3.0000,-3.0000,0.422576
-3.0000,-2.9667,0.396847
-3.0000,-2.9333,0.444875
-3.0000,-2.9000,0.486197
-3.0000,-2.8667,0.50522
-3.0000,-2.8333,0.536407
-3.0000,-2.8000,0.524712
-3.0000,-2.7667,0.513017
-3.0000,-2.7333,0.489159
-3.0000,-2.7000,0.43739
-3.0000,-2.6667,0.442847
-3.0000,-2.6333,0.474814
-3.0000,-2.6000,0.477153
-3.0000,-2.5667,0.486197
-3.0000,-2.5333,0.509586
-3.0000,-2.5000,0.542644
-3.0000,-2.4667,0.581627
-3.0000,-2.4333,0.68423
-3.0000,-2.4000,0.682983
-3.0000,-2.3667,0.666922
-3.0000,-2.3333,0.654915
-3.0000,-2.3000,0.654136
-3.0000,-2.2667,0.673627
-3.0000,-2.2333,0.760949
-3.0000,-2.2000,0.792915
-3.0000,-2.1667,0.833458
-3.0000,-2.1333,0.889593
-3.0000,-2.1000,0.952746
-3.0000,-2.0667,0.96522
-3.0000,-2.0333,1.02572
-3.0000,-2.0000,1.08576
-3.0000,-1.9667,1.13363
-3.0000,-1.9333,1.18618
-3.0000,-1.9000,1.25837
-3.0000,-1.8667,1.17464
-3.0000,-1.8333,1.20925
-3.0000,-1.8000,1.24325
-3.0000,-1.7667,1.23623
-3.0000,-1.7333,1.19678
-3.0000,-1.7000,1.20847
-3.0000,-1.6667,1.11336
-3.0000,-1.6333,1.09075
-3.0000,-1.6000,1.13394
-3.0000,-1.5667,1.16871
-3.0000,-1.5333,1.19101
-3.0000,-1.5000,1.24434
-3.0000,-1.4667,1.31607
-3.0000,-1.4333,1.28254
-3.0000,-1.4000,1.28098
-3.0000,-1.3667,1.28644
-3.0000,-1.3333,1.24621
-3.0000,-1.3000,1.32511
-3.0000,-1.2667,1.45641
-3.0000,-1.2333,1.52767
-3.0000,-1.2000,1.55574
-3.0000,-1.1667,1.58692
-3.0000,-1.1333,1.66801
-3.0000,-1.1000,1.69296
-3.0000,-1.0667,1.71494
-3.0000,-1.0333,1.57616
-3.0000,-1.0000,1.47855
-3.0000,-0.9667,1.5601
-3.0000,-0.9333,1.82129
-3.0000,-0.9000,1.71837
-3.0000,-0.8667,1.7204
-3.0000,-0.8333,2.04926
-3.0000,-0.8000,2.06657
-3.0000,-0.7667,1.78807
-3.0000,-0.7333,1.69389
-3.0000,-0.7000,1.71837
-3.0000,-0.6667,1.68438
-3.0000,-0.6333,1.64087
-3.0000,-0.6000,1.64275
-3.0000,-0.5667,1.49882
-3.0000,-0.5333,1.50007
-3.0000,-0.5000,1.54139
-3.0000,-0.4667,1.5074
-3.0000,-0.4333,1.52424
-3.0000,-0.4000,1.73599
-3.0000,-0.3667,1.72773
-3.0000,-0.3333,1.80757
-3.0000,-0.3000,1.9136
-3.0000,-0.2667,2.0056
-3.0000,-0.2333,1.98533
-3.0000,-0.2000,1.83033
-3.0000,-0.1667,2.01667
-3.0000,-0.1333,2.34678
-3.0000,-0.1000,2.48166
-3.0000,-0.0667,2.7179
-3.0000,-0.0333,3.33617
-3.0000,-0.0000,3.05393
-3.0000,0.0333,3.15295
-3.0000,0.0667,2.97254
-3.0000,0.1000,2.89254
-3.0000,0.1333,3.23559
-3.0000,0.1667,3.404
-3.0000,0.2000,3.55479
-3.0000,0.2333,2.70386
-3.0000,0.2667,2.58536
-3.0000,0.3000,2.38031
-3.0000,0.3333,2.22905
-3.0000,0.3667,2.21689
-3.0000,0.4000,2.22874
-3.0000,0.4333,2.25899
-3.0000,0.4667,2.2225
-3.0000,0.5000,2.11444
-3.0000,0.5333,2.01153
-3.0000,0.5667,1.89146
-3.0000,0.6000,1.61904
-3.0000,0.6333,1.56821
-3.0000,0.6667,1.30983
-3.0000,0.7000,1.40464
-3.0000,0.7333,1.59285
-3.0000,0.7667,1.95726
-3.0000,0.8000,1.7335
-3.0000,0.8333,1.46607
-3.0000,0.8667,1.25292
-3.0000,0.9000,1.15234
-3.0000,0.9333,1.01512
-3.0000,0.9667,0.935593
-3.0000,1.0000,0.897078
-3.0000,1.0333,0.867451
-3.0000,1.0667,0.841722
-3.0000,1.1000,0.824569
-3.0000,1.1333,0.890373
-3.0000,1.1667,0.948847
-3.0000,1.2000,0.898949
-3.0000,1.2333,0.817085
-3.0000,1.2667,0.790576
-3.0000,1.3000,0.793695
-3.0000,1.3333,0.746447
-3.0000,1.3667,0.705593
-3.0000,1.4000,0.682515
-3.0000,1.4333,0.646651
-3.0000,1.4667,0.635424
-3.0000,1.5000,0.612034
-3.0000,1.5333,0.596908
-3.0000,1.5667,0.608136
-3.0000,1.6000,0.614061
-3.0000,1.6333,0.618271
-3.0000,1.6667,0.63979
-3.0000,1.7000,0.674407
-3.0000,1.7333,0.653044
-3.0000,1.7667,0.657254
-3.0000,1.8000,0.658034
-3.0000,1.8333,0.634956
-3.0000,1.8667,0.590671
-3.0000,1.9000,0.558237
-3.0000,1.9333,0.57383
-3.0000,1.9667,0.567593
-3.0000,2.0000,0.582875
-3.0000,2.0333,0.592542
-3.0000,2.0667,0.585525
-3.0000,2.1000,0.569153
-3.0000,2.1333,0.558549
-3.0000,2.1667,0.539837
-3.0000,2.2000,0.508651
-3.0000,2.2333,0.455322
-3.0000,2.2667,0.46
-3.0000,2.3000,0.442068
-3.0000,2.3333,0.43739
-3.0000,2.3667,0.446746
-3.0000,2.4000,0.46499
-3.0000,2.4333,0.487756
-3.0000,2.4667,0.536407
-3.0000,2.5000,0.491186
-3.0000,2.5333,0.472942
-3.0000,2.5667,0.476373
-3.0000,2.6000,0.497892
-3.0000,2.6333,0.511146
-3.0000,2.6667,0.463119
-3.0000,2.7000,0.449085
-3.0000,2.7333,0.4416
-3.0000,2.7667,0.444407
-3.0000,2.8000,0.448305
-3.0000,2.8333,0.454854
-3.0000,2.8667,0.472475
-3.0000,2.9000,0.477153
-3.0000,2.9333,0.477153
-3.0000,2.9667,0.479803
-3.0000,3.0000,0.477932
-2.9667,-3.0000,0.434271
-2.9667,-2.9667,0.406203
-2.9667,-2.9333,0.445186
-2.9667,-2.9000,0.492434
-2.9667,-2.8667,0.520034
-2.9667,-2.8333,0.554339
-2.9667,-2.8000,0.532197
-2.9667,-2.7667,0.530949
-2.9667,-2.7333,0.529702
-2.9667,-2.7000,0.497112
-2.9667,-2.6667,0.531729
-2.9667,-2.6333,0.520034
-2.9667,-2.6000,0.510678
-2.9667,-2.5667,0.519722
-2.9667,-2.5333,0.542332
-2.9667,-2.5000,0.560576
-2.9667,-2.4667,0.579288
-2.9667,-2.4333,0.6624
-2.9667,-2.4000,0.658346
-2.9667,-2.3667,0.640881
-2.9667,-2.3333,0.640881
-2.9667,-2.3000,0.658034
-2.9667,-2.2667,0.672536
-2.9667,-2.2333,0.714949
-2.9667,-2.2000,0.780441
-2.9667,-2.1667,0.817085
-2.9667,-2.1333,0.858095
-2.9667,-2.1000,0.912515
-2.9667,-2.0667,0.960542
-2.9667,-2.0333,1.08404
-2.9667,-2.0000,1.18555
-2.9667,-1.9667,1.21284
-2.9667,-1.9333,1.18789
-2.9667,-1.9000,1.27553
-2.9667,-1.8667,1.23701
-2.9667,-1.8333,1.25915
-2.9667,-1.8000,1.35739
-2.9667,-1.7667,1.37532
-2.9667,-1.7333,1.29221
-2.9667,-1.7000,1.31576
-2.9667,-1.6667,1.14407
-2.9667,-1.6333,1.05925
-2.9667,-1.6000,1.05457
-2.9667,-1.5667,1.07749
-2.9667,-1.5333,1.1118
-2.9667,-1.5000,1.16481
-2.9667,-1.4667,1.25728
-2.9667,-1.4333,1.21549
-2.9667,-1.4000,1.21908
-2.9667,-1.3667,1.20302
-2.9667,-1.3333,1.30047
-2.9667,-1.3000,1.41087
-2.9667,-1.2667,1.46576
-2.9667,-1.2333,1.51722
-2.9667,-1.2000,1.59363
-2.9667,-1.1667,1.71728
-2.9667,-1.1333,1.90393
-2.9667,-1.1000,1.82519
-2.9667,-1.0667,1.90393
-2.9667,-1.0333,1.79634
-2.9667,-1.0000,1.68875
-2.9667,-0.9667,1.71993
-2.9667,-0.9333,1.8322
-2.9667,-0.9000,1.85403
-2.9667,-0.8667,1.82098
-2.9667,-0.8333,2.08559
-2.9667,-0.8000,2.09916
-2.9667,-0.7667,1.88319
-2.9667,-0.7333,1.7795
-2.9667,-0.7000,1.82285
-2.9667,-0.6667,1.79603
-2.9667,-0.6333,1.76624
-2.9667,-0.6000,1.78667
-2.9667,-0.5667,1.67471
-2.9667,-0.5333,1.59487
-2.9667,-0.5000,1.58037
-2.9667,-0.4667,1.53624
-2.9667,-0.4333,1.54763
-2.9667,-0.4000,1.70793
-2.9667,-0.3667,1.74644
-2.9667,-0.3333,2.00965
-2.9667,-0.3000,2.00763
-2.9667,-0.2667,1.96599
-2.9667,-0.2333,1.8821
-2.9667,-0.2000,1.77342
-2.9667,-0.1667,1.93356
-2.9667,-0.1333,2.30624
-2.9667,-0.1000,2.43691
-2.9667,-0.0667,2.62824
-2.9667,-0.0333,3.12332
-2.9667,-0.0000,3.09728
-2.9667,0.0333,3.14749
-2.9667,0.0667,3.40634
-2.9667,0.1000,3.56617
-2.9667,0.1333,3.54325
-2.9667,0.1667,3.43051
-2.9667,0.2000,3.63681
-2.9667,0.2333,2.87508
-2.9667,0.2667,2.57522
-2.9667,0.3000,2.23716
-2.9667,0.3333,2.21424
-2.9667,0.3667,2.21112
-2.9667,0.4000,2.06142
-2.9667,0.4333,2.21969
-2.9667,0.4667,2.11678
-2.9667,0.5000,1.93356
-2.9667,0.5333,1.85325
-2.9667,0.5667,1.94323
-2.9667,0.6000,1.67003
-2.9667,0.6333,1.45875
-2.9667,0.6667,1.30125
-2.9667,0.7000,2.38233
-2.9667,0.7333,3.47027
-2.9667,0.7667,1.67939
-2.9667,0.8000,1.33868
-2.9667,0.8333,1.21081
-2.9667,0.8667,1.22064
-2.9667,0.9000,1.14454
-2.9667,0.9333,0.996407
-2.9667,0.9667,1.05878
-2.9667,1.0000,1.04085
-2.9667,1.0333,0.979254
-2.9667,1.0667,0.925925
-2.9667,1.1000,0.909397
-2.9667,1.1333,0.923119
-2.9667,1.1667,0.876339
-2.9667,1.2000,0.838447
-2.9667,1.2333,0.772176
-2.9667,1.2667,0.756739
-2.9667,1.3000,0.767966
-2.9667,1.3333,0.727424
-2.9667,1.3667,0.697017
-2.9667,1.4000,0.679864
-2.9667,1.4333,0.650237
-2.9667,1.4667,0.644
-2.9667,1.5000,0.648678
-2.9667,1.5333,0.616244
-2.9667,1.5667,0.617959
-2.9667,1.6000,0.625288
-2.9667,1.6333,0.633085
-2.9667,1.6667,0.64743
-2.9667,1.7000,0.670508
-2.9667,1.7333,0.657254
-2.9667,1.7667,0.649458
-2.9667,1.8000,0.663024
-2.9667,1.8333,0.651017
-2.9667,1.8667,0.609695
-2.9667,1.9000,0.586305
-2.9667,1.9333,0.57383
-2.9667,1.9667,0.568685
-2.9667,2.0000,0.583498
-2.9667,2.0333,0.585993
-2.9667,2.0667,0.576949
-2.9667,2.1000,0.57461
-2.9667,2.1333,0.555119
-2.9667,2.1667,0.52362
-2.9667,2.2000,0.488536
-2.9667,2.2333,0.461559
-2.9667,2.2667,0.470136
-2.9667,2.3000,0.458753
-2.9667,2.3333,0.446746
-2.9667,2.3667,0.446746
-2.9667,2.4000,0.46499
-2.9667,2.4333,0.500075
-2.9667,2.4667,0.519254
-2.9667,2.5000,0.471695
-2.9667,2.5333,0.475125
-2.9667,2.5667,0.492278
-2.9667,2.6000,0.511458
-2.9667,2.6333,0.514888
-2.9667,2.6667,0.472942
-2.9667,2.7000,0.470136
-2.9667,2.7333,0.457193
-2.9667,2.7667,0.458753
-2.9667,2.8000,0.458441
-2.9667,2.8333,0.458129
-2.9667,2.8667,0.467329
-2.9667,2.9000,0.466237
-2.9667,2.9333,0.455322
-2.9667,2.9667,0.45579
-2.9667,3.0000,0.446278
-2.9333,-3.0000,0.444407
-2.9333,-2.9667,0.416651
-2.9333,-2.9333,0.448305
-2.9333,-2.9000,0.496644
-2.9333,-2.8667,0.52861
-2.9333,-2.8333,0.566814
-2.9333,-2.8000,0.537186
-2.9333,-2.7667,0.546542
-2.9333,-2.7333,0.569464
-2.9333,-2.7000,0.553559
-2.9333,-2.6667,0.603925
-2.9333,-2.6333,0.567281
-2.9333,-2.6000,0.549661
-2.9333,-2.5667,0.553559
-2.9333,-2.5333,0.573051
-2.9333,-2.5000,0.587864
-2.9333,-2.4667,0.588644
-2.9333,-2.4333,0.64821
-2.9333,-2.4000,0.650705
-2.9333,-2.3667,0.633553
-2.9333,-2.3333,0.640881
-2.9333,-2.3000,0.668169
-2.9333,-2.2667,0.673939
-2.9333,-2.2333,0.691247
-2.9333,-2.2000,0.779973
-2.9333,-2.1667,0.813186
-2.9333,-2.1333,0.842346
-2.9333,-2.1000,0.881017
-2.9333,-2.0667,0.950407
-2.9333,-2.0333,1.09932
-2.9333,-2.0000,1.20847
-2.9333,-1.9667,1.22251
-2.9333,-1.9333,1.16123
-2.9333,-1.9000,1.25681
-2.9333,-1.8667,1.24278
-2.9333,-1.8333,1.27397
-2.9333,-1.8000,1.39435
-2.9333,-1.7667,1.43504
-2.9333,-1.7333,1.34445
-2.9333,-1.7000,1.3722
-2.9333,-1.6667,1.16014
-2.9333,-1.6333,1.04443
-2.9333,-1.6000,1.02292
-2.9333,-1.5667,1.03929
-2.9333,-1.5333,1.07016
-2.9333,-1.5000,1.13597
-2.9333,-1.4667,1.22017
-2.9333,-1.4333,1.2038
-2.9333,-1.4000,1.22251
-2.9333,-1.3667,1.28878
-2.9333,-1.3333,1.36986
-2.9333,-1.3000,1.53281
-2.9333,-1.2667,1.65709
-2.9333,-1.2333,1.64555
-2.9333,-1.2000,1.61156
-2.9333,-1.1667,1.63682
-2.9333,-1.1333,1.58349
-2.9333,-1.1000,1.61078
-2.9333,-1.0667,1.85668
-2.9333,-1.0333,2.04895
-2.9333,-1.0000,2.04536
-2.9333,-0.9667,1.95664
-2.9333,-0.9333,1.97566
-2.9333,-0.9000,2.13113
-2.9333,-0.8667,1.978
-2.9333,-0.8333,2.06142
-2.9333,-0.8000,2.16715
-2.9333,-0.7667,1.94323
-2.9333,-0.7333,1.64508
-2.9333,-0.7000,1.74254
-2.9333,-0.6667,1.75923
-2.9333,-0.6333,1.80148
-2.9333,-0.6000,1.84421
-2.9333,-0.5667,1.7519
-2.9333,-0.5333,1.7218
-2.9333,-0.5000,1.81739
-2.9333,-0.4667,1.73786
-2.9333,-0.4333,1.66426
-2.9333,-0.4000,1.77248
-2.9333,-0.3667,1.96786
-2.9333,-0.3333,2.09604
-2.9333,-0.3000,2.06329
-2.9333,-0.2667,2.00217
-2.9333,-0.2333,1.91797
-2.9333,-0.2000,1.8361
-2.9333,-0.1667,1.95352
-2.9333,-0.1333,2.27895
-2.9333,-0.1000,2.39403
-2.9333,-0.0667,2.51363
-2.9333,-0.0333,2.45952
-2.9333,-0.0000,2.98735
-2.9333,0.0333,3.36767
-2.9333,0.0667,2.34647
-2.9333,0.1000,1.30016
-2.9333,0.1333,1.64867
-2.9333,0.1667,3.10898
-2.9333,0.2000,2.89254
-2.9333,0.2333,2.78854
-2.9333,0.2667,2.53
-2.9333,0.3000,2.21393
-2.9333,0.3333,2.18851
-2.9333,0.3667,2.14298
-2.9333,0.4000,2.03679
-2.9333,0.4333,2.05986
-2.9333,0.4667,1.99359
-2.9333,0.5000,1.88054
-2.9333,0.5333,1.82955
-2.9333,0.5667,1.86885
-2.9333,0.6000,1.54872
-2.9333,0.6333,1.36472
-2.9333,0.6667,1.26851
-2.9333,0.7000,2.95725
-2.9333,0.7333,3.49054
-2.9333,0.7667,1.63807
-2.9333,0.8000,1.32776
-2.9333,0.8333,1.20146
-2.9333,0.8667,1.18197
-2.9333,0.9000,1.13675
-2.9333,0.9333,1.05644
-2.9333,0.9667,1.08217
-2.9333,1.0000,1.03617
-2.9333,1.0333,0.963661
-2.9333,1.0667,0.909085
-2.9333,1.1000,0.891153
-2.9333,1.1333,0.924678
-2.9333,1.1667,0.887254
-2.9333,1.2000,0.846712
-2.9333,1.2333,0.774203
-2.9333,1.2667,0.763288
-2.9333,1.3000,0.777322
-2.9333,1.3333,0.740678
-2.9333,1.3667,0.692339
-2.9333,1.4000,0.682203
-2.9333,1.4333,0.659593
-2.9333,1.4667,0.652576
-2.9333,1.5000,0.647119
-2.9333,1.5333,0.625288
-2.9333,1.5667,0.628407
-2.9333,1.6000,0.636203
-2.9333,1.6333,0.647119
-2.9333,1.6667,0.654915
-2.9333,1.7000,0.676746
-2.9333,1.7333,0.66739
-2.9333,1.7667,0.668169
-2.9333,1.8000,0.679085
-2.9333,1.8333,0.653824
-2.9333,1.8667,0.629966
-2.9333,1.9000,0.612814
-2.9333,1.9333,0.580847
-2.9333,1.9667,0.575702
-2.9333,2.0000,0.585058
-2.9333,2.0333,0.582875
-2.9333,2.0667,0.572583
-2.9333,2.1000,0.576949
-2.9333,2.1333,0.550441
-2.9333,2.1667,0.512705
-2.9333,2.2000,0.479492
-2.9333,2.2333,0.468888
-2.9333,2.2667,0.478712
-2.9333,2.3000,0.472475
-2.9333,2.3333,0.456102
-2.9333,2.3667,0.449864
-2.9333,2.4000,0.466705
-2.9333,2.4333,0.508807
-2.9333,2.4667,0.508807
-2.9333,2.5000,0.463586
-2.9333,2.5333,0.48339
-2.9333,2.5667,0.508027
-2.9333,2.6000,0.522373
-2.9333,2.6333,0.517695
-2.9333,2.6667,0.482298
-2.9333,2.7000,0.488847
-2.9333,2.7333,0.470136
-2.9333,2.7667,0.466549
-2.9333,2.8000,0.46343
-2.9333,2.8333,0.46078
-2.9333,2.8667,0.466705
-2.9333,2.9000,0.46078
-2.9333,2.9333,0.442068
-2.9333,2.9667,0.440508
-2.9333,3.0000,0.422888
-2.9000,-3.0000,0.453763
-2.9000,-2.9667,0.445186
-2.9000,-2.9333,0.461871
-2.9000,-2.9000,0.497736
-2.9000,-2.8667,0.522373
-2.9000,-2.8333,0.560108
-2.9000,-2.8000,0.54701
-2.9000,-2.7667,0.569932
-2.9000,-2.7333,0.613281
-2.9000,-2.7000,0.634176
-2.9000,-2.6667,0.704814
-2.9000,-2.6333,0.660373
-2.9000,-2.6000,0.632305
-2.9000,-2.5667,0.616244
-2.9000,-2.5333,0.634956
-2.9000,-2.5000,0.665051
-2.9000,-2.4667,0.651797
-2.9000,-2.4333,0.669729
-2.9000,-2.4000,0.705281
-2.9000,-2.3667,0.716976
-2.9000,-2.3333,0.718847
-2.9000,-2.3000,0.7084
-2.9000,-2.2667,0.676746
-2.9000,-2.2333,0.706373
-2.9000,-2.2000,0.825349
-2.9000,-2.1667,0.852949
-2.9000,-2.1333,0.871661
-2.9000,-2.1000,0.854508
-2.9000,-2.0667,0.912515
-2.9000,-2.0333,0.993288
-2.9000,-2.0000,1.02837
-2.9000,-1.9667,1.03196
-2.9000,-1.9333,1.04786
-2.9000,-1.9000,1.08373
-2.9000,-1.8667,1.09464
-2.9000,-1.8333,1.21424
-2.9000,-1.8000,1.29767
-2.9000,-1.7667,1.3195
-2.9000,-1.7333,1.30671
-2.9000,-1.7000,1.33478
-2.9000,-1.6667,1.16092
-2.9000,-1.6333,1.04833
-2.9000,-1.6000,1.04989
-2.9000,-1.5667,1.05956
-2.9000,-1.5333,1.08108
-2.9000,-1.5000,1.19834
-2.9000,-1.4667,1.19132
-2.9000,-1.4333,1.1882
-2.9000,-1.4000,1.21237
-2.9000,-1.3667,1.30125
-2.9000,-1.3333,1.38031
-2.9000,-1.3000,1.53515
-2.9000,-1.2667,1.65319
-2.9000,-1.2333,1.63339
-2.9000,-1.2000,1.59207
-2.9000,-1.1667,1.59706
-2.9000,-1.1333,1.47668
-2.9000,-1.1000,1.52938
-2.9000,-1.0667,1.81817
-2.9000,-1.0333,2.12769
-2.9000,-1.0000,2.23997
-2.9000,-0.9667,2.15186
-2.9000,-0.9333,2.21299
-2.9000,-0.9000,2.23607
-2.9000,-0.8667,2.21814
-2.9000,-0.8333,2.12769
-2.9000,-0.8000,2.14953
-2.9000,-0.7667,1.9398
-2.9000,-0.7333,1.59753
-2.9000,-0.7000,1.70044
-2.9000,-0.6667,1.74098
-2.9000,-0.6333,1.83142
-2.9000,-0.6000,1.91173
-2.9000,-0.5667,1.90191
-2.9000,-0.5333,1.85169
-2.9000,-0.5000,1.93512
-2.9000,-0.4667,1.86464
-2.9000,-0.4333,1.7402
-2.9000,-0.4000,1.80647
-2.9000,-0.3667,2.05207
-2.9000,-0.3333,2.1698
-2.9000,-0.3000,2.13549
-2.9000,-0.2667,2.08357
-2.9000,-0.2333,1.96911
-2.9000,-0.2000,1.91095
-2.9000,-0.1667,2.02821
-2.9000,-0.1333,2.31637
-2.9000,-0.1000,2.40868
-2.9000,-0.0667,2.50848
-2.9000,-0.0333,2.15342
-2.9000,-0.0000,3.11209
-2.9000,0.0333,3.59112
-2.9000,0.0667,2.96115
-2.9000,0.1000,1.88834
-2.9000,0.1333,1.58973
-2.9000,0.1667,2.99125
-2.9000,0.2000,2.81504
-2.9000,0.2333,2.67704
-2.9000,0.2667,2.38389
-2.9000,0.3000,2.28332
-2.9000,0.3333,2.24652
-2.9000,0.3667,2.15452
-2.9000,0.4000,2.05628
-2.9000,0.4333,2.01464
-2.9000,0.4667,1.93434
-2.9000,0.5000,1.84858
-2.9000,0.5333,1.81068
-2.9000,0.5667,1.78979
-2.9000,0.6000,1.4759
-2.9000,0.6333,1.33993
-2.9000,0.6667,1.80414
-2.9000,0.7000,2.97908
-2.9000,0.7333,3.66908
-2.9000,0.7667,1.59004
-2.9000,0.8000,1.34803
-2.9000,0.8333,1.15702
-2.9000,0.8667,1.09106
-2.9000,0.9000,1.11679
-2.9000,0.9333,1.26617
-2.9000,0.9667,1.14298
-2.9000,1.0000,1.02104
-2.9000,1.0333,0.928576
-2.9000,1.0667,0.866983
-2.9000,1.1000,0.852637
-2.9000,1.1333,0.930915
-2.9000,1.1667,0.913763
-2.9000,1.2000,0.864332
-2.9000,1.2333,0.793383
-2.9000,1.2667,0.780441
-2.9000,1.3000,0.801959
-2.9000,1.3333,0.772332
-2.9000,1.3667,0.679864
-2.9000,1.4000,0.682983
-2.9000,1.4333,0.683763
-2.9000,1.4667,0.669729
-2.9000,1.5000,0.645559
-2.9000,1.5333,0.640414
-2.9000,1.5667,0.650237
-2.9000,1.6000,0.665051
-2.9000,1.6333,0.672847
-2.9000,1.6667,0.667702
-2.9000,1.7000,0.687661
-2.9000,1.7333,0.683763
-2.9000,1.7667,0.703254
-2.9000,1.8000,0.71183
-2.9000,1.8333,0.697485
-2.9000,1.8667,0.659281
-2.9000,1.9000,0.640881
-2.9000,1.9333,0.654915
-2.9000,1.9667,0.630746
-2.9000,2.0000,0.608915
-2.9000,2.0333,0.608136
-2.9000,2.0667,0.601119
-2.9000,2.1000,0.558237
-2.9000,2.1333,0.546854
-2.9000,2.1667,0.522373
-2.9000,2.2000,0.495864
-2.9000,2.2333,0.489627
-2.9000,2.2667,0.489627
-2.9000,2.3000,0.485729
-2.9000,2.3333,0.472007
-2.9000,2.3667,0.470915
-2.9000,2.4000,0.488847
-2.9000,2.4333,0.521281
-2.9000,2.4667,0.523932
-2.9000,2.5000,0.50522
-2.9000,2.5333,0.529702
-2.9000,2.5667,0.537966
-2.9000,2.6000,0.531261
-2.9000,2.6333,0.516915
-2.9000,2.6667,0.498983
-2.9000,2.7000,0.515824
-2.9000,2.7333,0.478244
-2.9000,2.7667,0.451424
-2.9000,2.8000,0.450956
-2.9000,2.8333,0.470136
-2.9000,2.8667,0.484169
-2.9000,2.9000,0.474034
-2.9000,2.9333,0.519254
-2.9000,2.9667,0.515824
-2.9000,3.0000,0.501634
-2.8667,-3.0000,0.468888
-2.8667,-2.9667,0.449553
-2.8667,-2.9333,0.463119
-2.8667,-2.9000,0.485261
-2.8667,-2.8667,0.498983
-2.8667,-2.8333,0.522841
-2.8667,-2.8000,0.546854
-2.8667,-2.7667,0.586773
-2.8667,-2.7333,0.63901
-2.8667,-2.7000,0.688908
-2.8667,-2.6667,0.75861
-2.8667,-2.6333,0.741458
-2.8667,-2.6000,0.726644
-2.8667,-2.5667,0.704502
-2.8667,-2.5333,0.721186
-2.8667,-2.5000,0.748942
-2.8667,-2.4667,0.740366
-2.8667,-2.4333,0.784339
-2.8667,-2.4000,0.816305
-2.8667,-2.3667,0.822075
-2.8667,-2.3333,0.807417
-2.8667,-2.3000,0.800712
-2.8667,-2.2667,0.807729
-2.8667,-2.2333,0.789017
-2.8667,-2.2000,0.831898
-2.8667,-2.1667,0.856847
-2.8667,-2.1333,0.882576
-2.8667,-2.1000,0.876651
-2.8667,-2.0667,1.02557
-2.8667,-2.0333,1.05457
-2.8667,-2.0000,1.03305
-2.8667,-1.9667,1.03071
-2.8667,-1.9333,1.03851
-2.8667,-1.9000,1.11959
-2.8667,-1.8667,1.19023
-2.8667,-1.8333,1.22407
-2.8667,-1.8000,1.22516
-2.8667,-1.7667,1.22921
-2.8667,-1.7333,1.28176
-2.8667,-1.7000,1.4076
-2.8667,-1.6667,1.35271
-2.8667,-1.6333,1.1999
-2.8667,-1.6000,1.17183
-2.8667,-1.5667,1.18041
-2.8667,-1.5333,1.196
-2.8667,-1.5000,1.20614
-2.8667,-1.4667,1.20879
-2.8667,-1.4333,1.15936
-2.8667,-1.4000,1.16668
-2.8667,-1.3667,1.22641
-2.8667,-1.3333,1.30359
-2.8667,-1.3000,1.36176
-2.8667,-1.2667,1.35505
-2.8667,-1.2333,1.40214
-2.8667,-1.2000,1.50007
-2.8667,-1.1667,1.58193
-2.8667,-1.1333,1.59207
-2.8667,-1.1000,1.61733
-2.8667,-1.0667,1.78043
-2.8667,-1.0333,2.02041
-2.8667,-1.0000,2.25322
-2.8667,-0.9667,2.49258
-2.8667,-0.9333,2.91125
-2.8667,-0.9000,3.57209
-2.8667,-0.8667,2.79275
-2.8667,-0.8333,2.52018
-2.8667,-0.8000,2.17557
-2.8667,-0.7667,1.86776
-2.8667,-0.7333,1.61468
-2.8667,-0.7000,1.68407
-2.8667,-0.6667,1.7402
-2.8667,-0.6333,1.87508
-2.8667,-0.6000,2.0385
-2.8667,-0.5667,2.26881
-2.8667,-0.5333,2.07936
-2.8667,-0.5000,2.05675
-2.8667,-0.4667,1.95539
-2.8667,-0.4333,1.82831
-2.8667,-0.4000,1.83298
-2.8667,-0.3667,2.00373
-2.8667,-0.3333,2.21112
-2.8667,-0.3000,2.37017
-2.8667,-0.2667,2.31481
-2.8667,-0.2333,2.13518
-2.8667,-0.2000,2.02041
-2.8667,-0.1667,2.28129
-2.8667,-0.1333,2.4419
-2.8667,-0.1000,2.53811
-2.8667,-0.0667,2.74129
-2.8667,-0.0333,3.56773
-2.8667,-0.0000,3.6379
-2.8667,0.0333,3.6234
-2.8667,0.0667,3.54465
-2.8667,0.1000,3.62963
-2.8667,0.1333,2.91437
-2.8667,0.1667,3.15139
-2.8667,0.2000,3.01963
-2.8667,0.2333,1.79088
-2.8667,0.2667,2.18102
-2.8667,0.3000,2.63447
-2.8667,0.3333,2.39668
-2.8667,0.3667,2.3078
-2.8667,0.4000,2.15966
-2.8667,0.4333,2.08481
-2.8667,0.4667,1.90861
-2.8667,0.5000,1.80148
-2.8667,0.5333,1.72804
-2.8667,0.5667,1.59986
-2.8667,0.6000,1.43614
-2.8667,0.6333,1.37532
-2.8667,0.6667,2.4419
-2.8667,0.7000,3.61607
-2.8667,0.7333,3.59112
-2.8667,0.7667,1.40698
-2.8667,0.8000,1.23701
-2.8667,0.8333,1.13238
-2.8667,0.8667,1.10821
-2.8667,0.9000,1.12661
-2.8667,0.9333,1.12817
-2.8667,0.9667,0.975356
-2.8667,1.0000,0.900041
-2.8667,1.0333,0.903159
