l,b,yield
2.6000,-0.8333,1.59285
2.6000,-0.8000,1.74566
2.6000,-0.7667,1.99157
2.6000,-0.7333,2.1698
2.6000,-0.7000,2.28986
2.6000,-0.6667,2.07234
2.6000,-0.6333,1.99359
2.6000,-0.6000,1.9242
2.6000,-0.5667,1.83111
2.6000,-0.5333,1.91984
2.6000,-0.5000,2.03569
2.6000,-0.4667,2.26492
2.6000,-0.4333,2.45952
2.6000,-0.4000,2.49725
2.6000,-0.3667,2.71665
2.6000,-0.3333,2.54996
2.6000,-0.3000,2.61888
2.6000,-0.2667,2.6142
2.6000,-0.2333,2.47308
2.6000,-0.2000,2.30748
2.6000,-0.1667,2.19786
2.6000,-0.1333,1.98299
2.6000,-0.1000,2.1475
2.6000,-0.0667,2.19553
2.6000,-0.0333,2.28862
2.6000,-0.0000,2.38654
2.6000,0.0333,2.32963
2.6000,0.0667,2.40214
2.6000,0.1000,2.61498
2.6000,0.1333,2.72336
2.6000,0.1667,2.23217
2.6000,0.2000,2.37906
2.6000,0.2333,3.1542
2.6000,0.2667,2.54279
2.6000,0.3000,2.57288
2.6000,0.3333,2.35925
2.6000,0.3667,2.20052
2.6000,0.4000,2.01667
2.6000,0.4333,1.96428
2.6000,0.4667,1.83142
2.6000,0.5000,1.65241
2.6000,0.5333,1.54264
2.6000,0.5667,1.64664
2.6000,0.6000,2.07343
2.6000,0.6333,1.78496
2.6000,0.6667,1.50864
2.6000,0.7000,1.39918
2.6000,0.7333,1.37142
2.6000,0.7667,1.38593
2.6000,0.8000,1.36207
2.6000,0.8333,1.34647
2.6000,0.8667,1.3078
2.6000,0.9000,1.24247
2.6000,0.9333,1.23342
2.6000,0.9667,1.25962
2.6000,1.0000,1.40214
2.6000,1.0333,1.34725
2.6000,1.0667,1.22485
2.6000,1.1000,1.10119
2.6000,1.1333,1.05488
2.6000,1.1667,0.977695
2.6000,1.2000,0.930136
2.6000,1.2333,0.833146
2.6000,1.2667,0.762976
2.6000,1.3000,0.744108
2.6000,1.3333,0.7544
2.6000,1.3667,0.736468
2.6000,1.4000,0.696237
2.6000,1.4333,0.649458
2.6000,1.4667,0.636983
2.6000,1.5000,0.637763
2.6000,1.5333,0.626536
2.6000,1.5667,0.636203
2.6000,1.6000,0.653668
2.6000,1.6333,0.637451
2.6000,1.6667,0.595661
2.6000,1.7000,0.614685
2.6000,1.7333,0.65242
2.6000,1.7667,0.720251
2.6000,1.8000,0.732102
2.6000,1.8333,0.718068
2.6000,1.8667,0.69078
2.6000,1.9000,0.687661
2.6000,1.9333,0.717288
2.6000,1.9667,0.700915
2.6000,2.0000,0.701695
2.6000,2.0333,0.658034
2.6000,2.0667,0.611254
2.6000,2.1000,0.608136
2.6000,2.1333,0.646339
2.6000,2.1667,0.661153
2.6000,2.2000,0.653044
2.6000,2.2333,0.654136
2.6000,2.2667,0.609695
2.6000,2.3000,0.611254
2.6000,2.3333,0.57882
2.6000,2.3667,0.60221
2.6000,2.4000,0.628719
2.6000,2.4333,0.612814
2.6000,2.4667,0.589424
2.6000,2.5000,0.613281
2.6000,2.5333,0.615153
2.6000,2.5667,0.61983
2.6000,2.6000,0.627627
2.6000,2.6333,0.628719
2.6000,2.6667,0.608136
2.6000,2.7000,0.603458
2.6000,2.7333,0.5336
2.6000,2.7667,0.530949
2.6000,2.8000,0.550441
2.6000,2.8333,0.571803
2.6000,2.8667,0.58038
2.6000,2.9000,0.561356
2.6000,2.9333,0.561356
2.6000,2.9667,0.567593
2.6000,3.0000,0.587864
2.6333,-3.0000,0.227661
2.6333,-2.9667,0.212536
2.6333,-2.9333,0.195227
2.6333,-2.9000,0.182753
2.6333,-2.8667,0.185871
2.6333,-2.8333,0.198814
2.6333,-2.8000,0.226569
2.6333,-2.7667,0.242475
2.6333,-2.7333,0.251519
2.6333,-2.7000,0.263993
2.6333,-2.6667,0.266644
2.6333,-2.6333,0.271634
2.6333,-2.6000,0.286447
2.6333,-2.5667,0.292373
2.6333,-2.5333,0.283017
2.6333,-2.5000,0.281458
2.6333,-2.4667,0.311864
2.6333,-2.4333,0.313424
2.6333,-2.4000,0.311085
2.6333,-2.3667,0.318881
2.6333,-2.3333,0.343831
2.6333,-2.3000,0.361763
2.6333,-2.2667,0.353186
2.6333,-2.2333,0.336814
2.6333,-2.2000,0.341492
2.6333,-2.1667,0.34882
2.6333,-2.1333,0.374549
2.6333,-2.1000,0.439729
2.6333,-2.0667,0.477464
2.6333,-2.0333,0.465458
2.6333,-2.0000,0.450644
2.6333,-1.9667,0.461871
2.6333,-1.9333,0.503349
2.6333,-1.9000,0.492746
2.6333,-1.8667,0.459688
2.6333,-1.8333,0.449085
2.6333,-1.8000,0.423668
2.6333,-1.7667,0.408542
2.6333,-1.7333,0.416651
2.6333,-1.7000,0.446746
2.6333,-1.6667,0.463119
2.6333,-1.6333,0.535627
2.6333,-1.6000,0.564163
2.6333,-1.5667,0.573051
2.6333,-1.5333,0.60299
2.6333,-1.5000,0.68423
2.6333,-1.4667,0.829559
2.6333,-1.4333,1.01824
2.6333,-1.4000,1.0396
2.6333,-1.3667,0.980034
2.6333,-1.3333,0.901288
2.6333,-1.3000,0.967092
2.6333,-1.2667,0.970678
2.6333,-1.2333,1.01013
2.6333,-1.2000,1.06268
2.6333,-1.1667,1.09963
2.6333,-1.1333,1.21783
2.6333,-1.1000,1.25915
2.6333,-1.0667,1.30983
2.6333,-1.0333,1.30515
2.6333,-1.0000,1.35115
2.6333,-0.9667,1.48292
2.6333,-0.9333,1.63027
2.6333,-0.9000,1.51098
2.6333,-0.8667,1.52892
2.6333,-0.8333,1.50085
2.6333,-0.8000,1.60252
2.6333,-0.7667,1.8018
2.6333,-0.7333,1.96584
2.6333,-0.7000,2.05363
2.6333,-0.6667,1.99125
2.6333,-0.6333,1.95274
2.6333,-0.6000,1.86495
2.6333,-0.5667,1.85871
2.6333,-0.5333,1.90908
2.6333,-0.5000,2.01199
2.6333,-0.4667,2.38732
2.6333,-0.4333,2.69014
2.6333,-0.4000,2.61264
2.6333,-0.3667,2.78027
2.6333,-0.3333,2.56867
2.6333,-0.3000,2.74955
2.6333,-0.2667,2.75064
2.6333,-0.2333,2.55963
2.6333,-0.2000,2.31793
2.6333,-0.1667,2.08169
2.6333,-0.1333,1.978
2.6333,-0.1000,2.25868
2.6333,-0.0667,2.33275
2.6333,-0.0333,2.33898
2.6333,-0.0000,2.32885
2.6333,0.0333,2.34787
2.6333,0.0667,2.32183
2.6333,0.1000,2.42272
2.6333,0.1333,2.60282
2.6333,0.1667,3.55837
2.6333,0.2000,3.58613
2.6333,0.2333,3.57038
2.6333,0.2667,2.29064
2.6333,0.3000,2.73973
2.6333,0.3333,2.48275
2.6333,0.3667,2.21112
2.6333,0.4000,2.08014
2.6333,0.4333,2.09542
2.6333,0.4667,1.99515
2.6333,0.5000,1.81864
2.6333,0.5333,1.71884
2.6333,0.5667,1.79587
2.6333,0.6000,1.9819
2.6333,0.6333,1.82831
2.6333,0.6667,1.62918
2.6333,0.7000,1.49742
2.6333,0.7333,1.45017
2.6333,0.7667,1.40854
2.6333,0.8000,1.37735
2.6333,0.8333,1.37922
2.6333,0.8667,1.34679
2.6333,0.9000,1.26742
2.6333,0.9333,1.23654
2.6333,0.9667,1.30235
2.6333,1.0000,1.52377
2.6333,1.0333,1.45282
2.6333,1.0667,1.26383
2.6333,1.1000,1.09308
2.6333,1.1333,1.06315
2.6333,1.1667,0.985492
2.6333,1.2000,0.937153
2.6333,1.2333,0.859966
2.6333,1.2667,0.786678
2.6333,1.3000,0.754244
2.6333,1.3333,0.765315
2.6333,1.3667,0.707932
2.6333,1.4000,0.685634
2.6333,1.4333,0.671288
2.6333,1.4667,0.66661
2.6333,1.5000,0.659593
2.6333,1.5333,0.628875
2.6333,1.5667,0.60299
2.6333,1.6000,0.612502
2.6333,1.6333,0.615153
2.6333,1.6667,0.590983
2.6333,1.7000,0.600339
2.6333,1.7333,0.616088
2.6333,1.7667,0.649769
2.6333,1.8000,0.679085
2.6333,1.8333,0.68922
2.6333,1.8667,0.675966
2.6333,1.9000,0.661464
2.6333,1.9333,0.666922
2.6333,1.9667,0.662712
2.6333,2.0000,0.64743
2.6333,2.0333,0.634644
2.6333,2.0667,0.619051
2.6333,2.1000,0.608136
2.6333,2.1333,0.614061
2.6333,2.1667,0.617492
2.6333,2.2000,0.624197
2.6333,2.2333,0.634956
2.6333,2.2667,0.62139
2.6333,2.3000,0.645247
2.6333,2.3333,0.615932
2.6333,2.3667,0.611722
2.6333,2.4000,0.632773
2.6333,2.4333,0.652576
2.6333,2.4667,0.633397
2.6333,2.5000,0.616244
2.6333,2.5333,0.614373
2.6333,2.5667,0.612502
2.6333,2.6000,0.618583
2.6333,2.6333,0.626847
2.6333,2.6667,0.618271
2.6333,2.7000,0.600339
2.6333,2.7333,0.547322
2.6333,2.7667,0.549193
2.6333,2.8000,0.565722
2.6333,2.8333,0.575858
2.6333,2.8667,0.572271
2.6333,2.9000,0.551532
2.6333,2.9333,0.555898
2.6333,2.9667,0.563695
2.6333,3.0000,0.590983
2.6667,-3.0000,0.23078
2.6667,-2.9667,0.218773
2.6667,-2.9333,0.195695
2.6667,-2.9000,0.181193
2.6667,-2.8667,0.182753
2.6667,-2.8333,0.192576
2.6667,-2.8000,0.23
2.6667,-2.7667,0.254637
2.6667,-2.7333,0.266332
2.6667,-2.7000,0.278027
2.6667,-2.6667,0.283017
2.6667,-2.6333,0.277247
2.6667,-2.6000,0.290034
2.6667,-2.5667,0.298298
2.6667,-2.5333,0.304068
2.6667,-2.5000,0.302041
2.6667,-2.4667,0.286136
2.6667,-2.4333,0.291593
2.6667,-2.4000,0.280366
2.6667,-2.3667,0.284108
2.6667,-2.3333,0.330108
2.6667,-2.3000,0.373146
2.6667,-2.2667,0.366441
2.6667,-2.2333,0.359892
2.6667,-2.2000,0.360203
2.6667,-2.1667,0.361763
2.6667,-2.1333,0.365973
2.6667,-2.1000,0.381566
2.6667,-2.0667,0.414
2.6667,-2.0333,0.416651
2.6667,-2.0000,0.429905
2.6667,-1.9667,0.444407
2.6667,-1.9333,0.447525
2.6667,-1.9000,0.45501
2.6667,-1.8667,0.46
2.6667,-1.8333,0.415092
2.6667,-1.8000,0.382034
2.6667,-1.7667,0.36878
2.6667,-1.7333,0.377668
2.6667,-1.7000,0.414468
2.6667,-1.6667,0.426475
2.6667,-1.6333,0.522373
2.6667,-1.6000,0.552312
2.6667,-1.5667,0.563695
2.6667,-1.5333,0.584746
2.6667,-1.5000,0.631214
2.6667,-1.4667,0.680956
2.6667,-1.4333,0.746915
2.6667,-1.4000,0.779193
2.6667,-1.3667,0.854508
2.6667,-1.3333,0.928264
2.6667,-1.3000,0.964908
2.6667,-1.2667,0.945729
2.6667,-1.2333,0.955864
2.6667,-1.2000,1.00452
2.6667,-1.1667,1.07546
2.6667,-1.1333,1.14423
2.6667,-1.1000,1.20146
2.6667,-1.0667,1.18384
2.6667,-1.0333,1.21783
2.6667,-1.0000,1.24777
2.6667,-0.9667,1.28769
2.6667,-0.9333,1.52346
2.6667,-0.9000,1.7795
2.6667,-0.8667,1.64976
2.6667,-0.8333,1.48806
2.6667,-0.8000,1.57226
2.6667,-0.7667,1.8085
2.6667,-0.7333,1.95664
2.6667,-0.7000,2.12504
2.6667,-0.6667,2.01386
2.6667,-0.6333,1.97207
2.6667,-0.6000,1.93403
2.6667,-0.5667,2.08591
2.6667,-0.5333,2.07858
2.6667,-0.5000,2.11834
2.6667,-0.4667,2.39122
2.6667,-0.4333,3.42427
2.6667,-0.4000,4.60265
2.6667,-0.3667,2.48447
2.6667,-0.3333,2.1974
2.6667,-0.3000,2.34912
2.6667,-0.2667,2.52376
2.6667,-0.2333,2.53577
2.6667,-0.2000,2.34912
2.6667,-0.1667,2.12348
2.6667,-0.1333,2.10431
2.6667,-0.1000,2.11834
2.6667,-0.0667,2.15108
2.6667,-0.0333,2.23217
2.6667,-0.0000,2.34803
2.6667,0.0333,2.24901
2.6667,0.0667,2.22952
2.6667,0.1000,2.10306
2.6667,0.1333,3.15732
2.6667,0.1667,2.64929
2.6667,0.2000,2.98813
2.6667,0.2333,2.97129
2.6667,0.2667,2.7876
2.6667,0.3000,2.50068
2.6667,0.3333,2.35894
2.6667,0.3667,2.36736
2.6667,0.4000,2.20566
2.6667,0.4333,2.03679
2.6667,0.4667,1.90814
2.6667,0.5000,1.81115
2.6667,0.5333,1.75814
2.6667,0.5667,1.76749
2.6667,0.6000,1.86292
2.6667,0.6333,1.70247
2.6667,0.6667,1.55418
2.6667,0.7000,1.50475
2.6667,0.7333,1.49461
2.6667,0.7667,1.36207
2.6667,0.8000,1.30157
2.6667,0.8333,1.29767
2.6667,0.8667,1.30827
2.6667,0.9000,1.28285
2.6667,0.9333,1.2498
2.6667,0.9667,1.40183
2.6667,1.0000,1.37111
2.6667,1.0333,1.29969
2.6667,1.0667,1.21393
2.6667,1.1000,1.11367
2.6667,1.1333,1.04085
2.6667,1.1667,0.936373
2.6667,1.2000,0.940271
2.6667,1.2333,0.853729
2.6667,1.2667,0.807417
2.6667,1.3000,0.793383
2.6667,1.3333,0.761417
2.6667,1.3667,0.707932
2.6667,1.4000,0.71183
2.6667,1.4333,0.689532
2.6667,1.4667,0.672847
2.6667,1.5000,0.610163
2.6667,1.5333,0.628407
2.6667,1.5667,0.636203
2.6667,1.6000,0.631993
2.6667,1.6333,0.607044
2.6667,1.6667,0.57383
2.6667,1.7000,0.600339
2.6667,1.7333,0.636827
2.6667,1.7667,0.636515
2.6667,1.8000,0.654915
2.6667,1.8333,0.664739
2.6667,1.8667,0.656475
2.6667,1.9000,0.645559
2.6667,1.9333,0.645559
2.6667,1.9667,0.640569
2.6667,2.0000,0.631525
2.6667,2.0333,0.629186
2.6667,2.0667,0.626847
2.6667,2.1000,0.62139
2.6667,2.1333,0.61718
2.6667,2.1667,0.611566
2.6667,2.2000,0.608447
2.6667,2.2333,0.61718
2.6667,2.2667,0.616712
2.6667,2.3000,0.650705
2.6667,2.3333,0.632305
2.6667,2.3667,0.624041
2.6667,2.4000,0.630746
2.6667,2.4333,0.640881
2.6667,2.4667,0.646027
2.6667,2.5000,0.626847
2.6667,2.5333,0.627939
2.6667,2.5667,0.617959
2.6667,2.6000,0.608915
2.6667,2.6333,0.605797
2.6667,2.6667,0.600027
2.6667,2.7000,0.585993
2.6667,2.7333,0.564163
2.6667,2.7667,0.579288
2.6667,2.8000,0.587553
2.6667,2.8333,0.584746
2.6667,2.8667,0.575078
2.6667,2.9000,0.559797
2.6667,2.9333,0.556678
2.6667,2.9667,0.569932
2.6667,3.0000,0.609695
2.7000,-3.0000,0.227661
2.7000,-2.9667,0.220644
2.7000,-2.9333,0.193044
2.7000,-2.9000,0.179322
2.7000,-2.8667,0.179322
2.7000,-2.8333,0.185559
2.7000,-2.8000,0.233586
2.7000,-2.7667,0.268983
2.7000,-2.7333,0.284576
2.7000,-2.7000,0.294712
2.7000,-2.6667,0.307186
2.7000,-2.6333,0.285668
2.7000,-2.6000,0.295024
2.7000,-2.5667,0.305627
2.7000,-2.5333,0.309837
2.7000,-2.5000,0.303288
2.7000,-2.4667,0.283797
2.7000,-2.4333,0.290034
2.7000,-2.4000,0.278339
2.7000,-2.3667,0.281458
2.7000,-2.3333,0.330576
2.7000,-2.3000,0.374237
2.7000,-2.2667,0.36722
2.7000,-2.2333,0.361763
2.7000,-2.2000,0.361763
2.7000,-2.1667,0.362542
2.7000,-2.1333,0.365661
2.7000,-2.1000,0.378915
2.7000,-2.0667,0.410102
2.7000,-2.0333,0.41322
2.7000,-2.0000,0.428034
2.7000,-1.9667,0.442847
2.7000,-1.9333,0.444407
2.7000,-1.9000,0.452203
2.7000,-1.8667,0.46
2.7000,-1.8333,0.412441
2.7000,-1.8000,0.380475
2.7000,-1.7667,0.365661
2.7000,-1.7333,0.375017
2.7000,-1.7000,0.412441
2.7000,-1.6667,0.424136
2.7000,-1.6333,0.526271
2.7000,-1.6000,0.55122
2.7000,-1.5667,0.563695
2.7000,-1.5333,0.583186
2.7000,-1.5000,0.628407
2.7000,-1.4667,0.673627
2.7000,-1.4333,0.685322
2.7000,-1.4000,0.723993
2.7000,-1.3667,0.794786
2.7000,-1.3333,0.951186
2.7000,-1.3000,0.964908
2.7000,-1.2667,0.923898
2.7000,-1.2333,0.929668
2.7000,-1.2000,0.98518
2.7000,-1.1667,1.05831
2.7000,-1.1333,1.10977
2.7000,-1.1000,1.14579
2.7000,-1.0667,1.16559
2.7000,-1.0333,1.2158
2.7000,-1.0000,1.24543
2.7000,-0.9667,1.26227
2.7000,-0.9333,1.39481
2.7000,-0.9000,1.77451
2.7000,-0.8667,1.68953
2.7000,-0.8333,1.57102
2.7000,-0.8000,1.61234
2.7000,-0.7667,1.80492
2.7000,-0.7333,2.01854
2.7000,-0.7000,2.14563
2.7000,-0.6667,2.07468
2.7000,-0.6333,2.04505
2.7000,-0.6000,1.97597
2.7000,-0.5667,2.05908
2.7000,-0.5333,2.05721
2.7000,-0.5000,2.15888
2.7000,-0.4667,2.38186
2.7000,-0.4333,2.92217
2.7000,-0.4000,3.61248
2.7000,-0.3667,2.40791
2.7000,-0.3333,2.23264
2.7000,-0.3000,2.31169
2.7000,-0.2667,2.5063
2.7000,-0.2333,2.54513
2.7000,-0.2000,2.39777
2.7000,-0.1667,2.13159
2.7000,-0.1333,2.19677
2.7000,-0.1000,2.17915
2.7000,-0.0667,2.19475
2.7000,-0.0333,2.25135
2.7000,-0.0000,2.32885
2.7000,0.0333,2.24277
2.7000,0.0667,2.16044
2.7000,0.1000,2.0594
2.7000,0.1333,2.852
2.7000,0.1667,2.54216
2.7000,0.2000,2.34959
2.7000,0.2333,2.82003
2.7000,0.2667,2.69217
2.7000,0.3000,2.48868
2.7000,0.3333,2.40572
2.7000,0.3667,2.34023
2.7000,0.4000,2.12224
2.7000,0.4333,1.95929
2.7000,0.4667,1.84265
2.7000,0.5000,1.78075
2.7000,0.5333,1.7703
2.7000,0.5667,1.79244
2.7000,0.6000,1.83766
2.7000,0.6333,1.68765
2.7000,0.6667,1.52611
2.7000,0.7000,1.49227
2.7000,0.7333,1.49773
2.7000,0.7667,1.36207
2.7000,0.8000,1.29736
2.7000,0.8333,1.29268
2.7000,0.8667,1.30515
2.7000,0.9000,1.28488
2.7000,0.9333,1.25058
2.7000,0.9667,1.40417
2.7000,1.0000,1.36051
2.7000,1.0333,1.29346
2.7000,1.0667,1.20614
2.7000,1.1000,1.11024
2.7000,1.1333,1.03929
2.7000,1.1667,0.934034
2.7000,1.2000,0.941051
2.7000,1.2333,0.846712
2.7000,1.2667,0.808508
2.7000,1.3000,0.796814
2.7000,1.3333,0.765627
2.7000,1.3667,0.707932
2.7000,1.4000,0.71339
2.7000,1.4333,0.691559
2.7000,1.4667,0.672068
2.7000,1.5000,0.606576
2.7000,1.5333,0.629186
2.7000,1.5667,0.637763
2.7000,1.6000,0.633085
2.7000,1.6333,0.605017
2.7000,1.6667,0.573051
2.7000,1.7000,0.600339
2.7000,1.7333,0.644312
2.7000,1.7667,0.637295
2.7000,1.8000,0.649769
2.7000,1.8333,0.649925
2.7000,1.8667,0.632305
2.7000,1.9000,0.628407
2.7000,1.9333,0.626847
2.7000,1.9667,0.619051
2.7000,2.0000,0.618271
2.7000,2.0333,0.627627
2.7000,2.0667,0.637763
2.7000,2.1000,0.639322
2.7000,2.1333,0.628407
2.7000,2.1667,0.610007
2.7000,2.2000,0.594102
2.7000,2.2333,0.595349
2.7000,2.2667,0.609695
2.7000,2.3000,0.654915
2.7000,2.3333,0.64821
2.7000,2.3667,0.640881
2.7000,2.4000,0.630746
2.7000,2.4333,0.618271
2.7000,2.4667,0.654915
2.7000,2.5000,0.640102
2.7000,2.5333,0.647898
2.7000,2.5667,0.626068
2.7000,2.6000,0.597532
2.7000,2.6333,0.578508
2.7000,2.6667,0.572271
2.7000,2.7000,0.567593
2.7000,2.7333,0.583186
2.7000,2.7667,0.611566
2.7000,2.8000,0.612814
2.7000,2.8333,0.596908
2.7000,2.8667,0.581315
2.7000,2.9000,0.570712
2.7000,2.9333,0.55278
2.7000,2.9667,0.555898
2.7000,3.0000,0.565254
2.7333,-3.0000,0.23078
2.7333,-2.9667,0.226414
2.7333,-2.9333,0.206298
2.7333,-2.9000,0.187431
2.7333,-2.8667,0.191017
2.7333,-2.8333,0.209729
2.7333,-2.8000,0.241695
2.7333,-2.7667,0.263214
2.7333,-2.7333,0.272881
2.7333,-2.7000,0.287695
2.7333,-2.6667,0.293932
2.7333,-2.6333,0.283017
2.7333,-2.6000,0.297051
2.7333,-2.5667,0.304847
2.7333,-2.5333,0.312644
2.7333,-2.5000,0.312956
2.7333,-2.4667,0.288475
2.7333,-2.4333,0.271634
2.7333,-2.4000,0.27678
2.7333,-2.3667,0.293932
2.7333,-2.3333,0.332447
2.7333,-2.3000,0.361763
2.7333,-2.2667,0.356773
2.7333,-2.2333,0.371119
2.7333,-2.2000,0.382034
2.7333,-2.1667,0.379695
2.7333,-2.1333,0.366908
2.7333,-2.1000,0.349756
2.7333,-2.0667,0.393261
2.7333,-2.0333,0.428502
2.7333,-2.0000,0.434739
2.7333,-1.9667,0.430841
2.7333,-1.9333,0.430061
2.7333,-1.9000,0.407763
2.7333,-1.8667,0.415092
2.7333,-1.8333,0.397315
2.7333,-1.8000,0.376888
2.7333,-1.7667,0.37221
2.7333,-1.7333,0.39061
2.7333,-1.7000,0.431153
2.7333,-1.6667,0.445966
2.7333,-1.6333,0.534847
2.7333,-1.6000,0.564786
2.7333,-1.5667,0.585525
2.7333,-1.5333,0.589112
2.7333,-1.5000,0.569153
2.7333,-1.4667,0.567593
2.7333,-1.4333,0.639322
2.7333,-1.4000,0.671756
2.7333,-1.3667,0.737871
2.7333,-1.3333,0.962102
2.7333,-1.3000,0.963349
2.7333,-1.2667,0.898949
2.7333,-1.2333,0.90082
2.7333,-1.2000,0.967559
2.7333,-1.1667,1.04163
2.7333,-1.1333,1.07203
2.7333,-1.1000,1.09199
2.7333,-1.0667,1.14688
2.7333,-1.0333,1.21596
2.7333,-1.0000,1.24559
2.7333,-0.9667,1.23857
2.7333,-0.9333,1.27085
2.7333,-0.9000,1.74613
2.7333,-0.8667,1.71868
2.7333,-0.8333,1.64929
2.7333,-0.8000,1.65085
2.7333,-0.7667,1.78932
2.7333,-0.7333,2.08372
2.7333,-0.7000,2.17557
2.7333,-0.6667,2.15186
2.7333,-0.6333,2.12536
2.7333,-0.6000,2.02291
2.7333,-0.5667,2.03024
2.7333,-0.5333,2.0318
2.7333,-0.5000,2.1882
2.7333,-0.4667,2.35847
2.7333,-0.4333,2.49336
2.7333,-0.4000,2.55261
2.7333,-0.3667,2.35489
2.7333,-0.3333,2.29532
2.7333,-0.3000,2.29579
2.7333,-0.2667,2.49102
2.7333,-0.2333,2.59752
2.7333,-0.2000,2.46732
2.7333,-0.1667,2.15732
2.7333,-0.1333,2.28831
2.7333,-0.1000,2.25821
2.7333,-0.0667,2.26258
2.7333,-0.0333,2.29329
2.7333,-0.0000,2.31014
2.7333,0.0333,2.24355
2.7333,0.0667,2.09542
2.7333,0.1000,2.05207
2.7333,0.1333,2.18976
2.7333,0.1667,2.35692
2.7333,0.2000,2.29579
2.7333,0.2333,2.59658
2.7333,0.2667,2.53904
2.7333,0.3000,2.4985
2.7333,0.3333,2.45905
2.7333,0.3667,2.31216
2.7333,0.4000,2.03913
2.7333,0.4333,1.89458
2.7333,0.4667,1.78075
2.7333,0.5000,1.74956
2.7333,0.5333,1.77404
2.7333,0.5667,1.80881
2.7333,0.6000,1.81193
2.7333,0.6333,1.67159
2.7333,0.6667,1.49305
2.7333,0.7000,1.47855
2.7333,0.7333,1.49695
2.7333,0.7667,1.47356
2.7333,0.8000,1.43146
2.7333,0.8333,1.43068
2.7333,0.8667,1.43769
2.7333,0.9000,1.41898
2.7333,0.9333,1.37174
2.7333,0.9667,1.67315
2.7333,1.0000,1.46467
2.7333,1.0333,1.28254
2.7333,1.0667,1.16123
2.7333,1.1000,1.08576
2.7333,1.1333,1.00654
2.7333,1.1667,0.935593
2.7333,1.2000,0.855288
2.7333,1.2333,0.838603
2.7333,1.2667,0.825349
2.7333,1.3000,0.808508
2.7333,1.3333,0.783871
2.7333,1.3667,0.704814
2.7333,1.4000,0.687193
2.7333,1.4333,0.682671
2.7333,1.4667,0.669729
2.7333,1.5000,0.586305
2.7333,1.5333,0.603458
2.7333,1.5667,0.633085
2.7333,1.6000,0.640881
2.7333,1.6333,0.624041
2.7333,1.6667,0.601898
2.7333,1.7000,0.619051
2.7333,1.7333,0.662556
2.7333,1.7667,0.698264
2.7333,1.8000,0.682359
2.7333,1.8333,0.674407
2.7333,1.8667,0.696237
2.7333,1.9000,0.676278
2.7333,1.9333,0.640102
2.7333,1.9667,0.668949
2.7333,2.0000,0.673159
2.7333,2.0333,0.679085
2.7333,2.0667,0.699356
2.7333,2.1000,0.741458
2.7333,2.1333,0.698888
2.7333,2.1667,0.645559
2.7333,2.2000,0.607044
2.7333,2.2333,0.600027
2.7333,2.2667,0.627627
2.7333,2.3000,0.668169
2.7333,2.3333,0.69
2.7333,2.3667,0.699824
2.7333,2.4000,0.655383
2.7333,2.4333,0.567281
2.7333,2.4667,0.582719
2.7333,2.5000,0.594881
2.7333,2.5333,0.633085
2.7333,2.5667,0.619519
2.7333,2.6000,0.590983
2.7333,2.6333,0.572271
2.7333,2.6667,0.561356
2.7333,2.7000,0.55122
2.7333,2.7333,0.569932
2.7333,2.7667,0.583966
2.7333,2.8000,0.595661
2.7333,2.8333,0.595973
2.7333,2.8667,0.581627
2.7333,2.9000,0.557146
2.7333,2.9333,0.541864
2.7333,2.9667,0.544983
2.7333,3.0000,0.559329
2.7667,-3.0000,0.242942
2.7667,-2.9667,0.242163
2.7667,-2.9333,0.214407
2.7667,-2.9000,0.198034
2.7667,-2.8667,0.205831
2.7667,-2.8333,0.22922
2.7667,-2.8000,0.249959
2.7667,-2.7667,0.263525
2.7667,-2.7333,0.27179
2.7667,-2.7000,0.283485
2.7667,-2.6667,0.296271
2.7667,-2.6333,0.279119
2.7667,-2.6000,0.295803
2.7667,-2.5667,0.311085
2.7667,-2.5333,0.319193
2.7667,-2.5000,0.319661
2.7667,-2.4667,0.307498
2.7667,-2.4333,0.305627
2.7667,-2.4000,0.3036
2.7667,-2.3667,0.301261
2.7667,-2.3333,0.313424
2.7667,-2.3000,0.324339
2.7667,-2.2667,0.325431
2.7667,-2.2333,0.36379
2.7667,-2.2000,0.36878
2.7667,-2.1667,0.373146
2.7667,-2.1333,0.381566
2.7667,-2.1000,0.369092
2.7667,-2.0667,0.394508
2.7667,-2.0333,0.433492
2.7667,-2.0000,0.444407
2.7667,-1.9667,0.433492
2.7667,-1.9333,0.419146
2.7667,-1.9000,0.41322
2.7667,-1.8667,0.425383
2.7667,-1.8333,0.405892
2.7667,-1.8000,0.39061
2.7667,-1.7667,0.391702
2.7667,-1.7333,0.410881
2.7667,-1.7000,0.433803
2.7667,-1.6667,0.449864
2.7667,-1.6333,0.549193
2.7667,-1.6000,0.603458
2.7667,-1.5667,0.637451
2.7667,-1.5333,0.646027
2.7667,-1.5000,0.624041
2.7667,-1.4667,0.628095
2.7667,-1.4333,0.680644
2.7667,-1.4000,0.703722
2.7667,-1.3667,0.760481
2.7667,-1.3333,0.832678
2.7667,-1.3000,0.855288
2.7667,-1.2667,0.834237
2.7667,-1.2333,0.841722
2.7667,-1.2000,0.850922
2.7667,-1.1667,0.829871
2.7667,-1.1333,0.893492
2.7667,-1.1000,1.05831
2.7667,-1.0667,1.06736
2.7667,-1.0333,1.12037
2.7667,-1.0000,1.17932
2.7667,-0.9667,1.20816
2.7667,-0.9333,1.22017
